Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008,Simulation,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,70.0,17,7.5,19,Konami Digital Entertainment,E
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,69.0,17,7.1,13,Tecmo Koei,E
Shukufuku no Campanella Portable,PSP,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Kadokawa Shoten,E
The Kore Gang,Wii,2010,Platform,Snap Dragon Games,0.04,0.0,0.0,0.0,0.04,70.0,10,8.6,7,Snap Dragon Games,E10+
National Geographic Challenge!,PS3,2011,Misc,Black Bean Games,0.01,0.03,0.0,0.01,0.04,69.0,17,7.1,13,Black Bean Games,E
Duke Nukem Trilogy: Critical Mass,DS,2011,Shooter,Deep Silver,0.04,0.0,0.0,0.0,0.04,73.0,32,7.4,27,Deep Silver,E
Beastly Frantic Foto,DS,2011,Puzzle,7Raven Studios,0.04,0.0,0.0,0.0,0.04,70.0,14,7.5,11,7Raven Studios,E
Chaos;Head - Love Chu*Chu!,PSP,2011,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,5pb,E
Yourself Fitness,PS2,2005,Sports,responDESIGN,0.02,0.02,0.0,0.01,0.04,75.0,18,7.4,15,responDESIGN,E
Rugby Challenge 3,PS4,2016,Sports,Wicked Witch Software,0.0,0.04,0.0,0.01,0.04,64.0,4,6.8,12,Wicked Witch Software,E
Dungeon Raiders,DS,2009,Role-Playing,Cyanide,0.04,0.0,0.0,0.0,0.04,74.0,30,7.8,33,Cyanide,E10+
Romance of the Three Kingdoms 13,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,Tecmo Koei,E
Blood Bowl,PC,2009,Sports,Cyanide,0.02,0.02,0.0,0.0,0.04,72.0,34,6.5,57,Cyanide,T
Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04,75.0,20,7.7,40,Ascaron Entertainment GmbH,T
Star Trek: Shattered Universe,XB,2004,Simulation,Starsphere Interactive,0.03,0.01,0.0,0.0,0.04,41.0,21,4.0,10,Starsphere Interactive,E
Company of Heroes: Tales of Valor,PC,2009,Strategy,Relic,0.0,0.03,0.0,0.01,0.04,70.0,42,7.2,22,Relic,M
12Riven: The Psi-Climinal of Integral,PS2,2008,Adventure,CyberFront,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,CyberFront,E
Battle Spirits: Digital Starter,DS,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,74.0,30,7.8,33,Namco Bandai Games,E
Farm Frenzy 3,PC,2009,Strategy,"Alawar Entertainment, Inc, Alawar Entertainment",0.0,0.03,0.0,0.01,0.04,73.0,24,7.8,22,"Alawar Entertainment, Inc, Alawar Entertainment",E
Guilty Gear XX Accent Core,Wii,2007,Fighting,Arc System Works,0.03,0.0,0.0,0.0,0.04,75.0,15,8.4,19,Arc System Works,T
Lionel Trains: On Track,DS,2006,Action,Black Lantern Studios,0.04,0.0,0.0,0.0,0.04,47.0,4,7.4,20,Black Lantern Studios,E
WarJetz,PS2,2001,Shooter,3DO,0.02,0.02,0.0,0.01,0.04,59.0,9,5.5,4,3DO,T
Breeding Stud 2,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,75.0,18,7.4,15,Konami Digital Entertainment,E
Banushi Life Game: Winner's Circle,DS,2007,Sports,Genki,0.0,0.0,0.04,0.0,0.04,75.0,18,7.4,15,Genki,E
Stellaris,PC,2016,Strategy,Paradox Development Studio,0.0,0.04,0.0,0.0,0.04,78.0,57,8.0,22,Paradox Development Studio,E
Gakuen Hetalia Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Idea Factory,E
Catwoman,GBA,2004,Action,Magic Pockets,0.03,0.01,0.0,0.0,0.04,61.0,7,7.4,20,Magic Pockets,T
Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0.0,0.01,0.04,78.0,21,8.5,20,Capcom,M
Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,70.0,14,7.5,11,Namco Bandai Games,E
Capcom Fighting Evolution,XB,2005,Fighting,Capcom,0.03,0.01,0.0,0.0,0.04,61.0,20,7.6,24,Capcom,T
Gray Matter,X360,2011,Adventure,DTP Entertainment,0.0,0.04,0.0,0.0,0.04,66.0,17,7.6,14,DTP Entertainment,E
Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,Infinity Ward,0.02,0.02,0.0,0.0,0.04,73.0,32,7.4,27,Infinity Ward,M
Riding Stables: The Whitakers present Milton and Friends,3DS,2011,Sports,DTP Entertainment,0.0,0.04,0.0,0.0,0.04,75.0,18,7.4,15,DTP Entertainment,E
World Poker Tour,PSP,2006,Misc,Coresoft,0.04,0.0,0.0,0.0,0.04,68.0,14,7.1,13,Coresoft,T
Barnyard,Wii,2006,Action,Blue Tongue Entertainment,0.04,0.0,0.0,0.0,0.04,65.0,15,5.7,7,Blue Tongue Entertainment,E10+
Paws & Claws: Regal Resort,DS,2010,Simulation,THQ,0.04,0.0,0.0,0.0,0.04,70.0,17,7.5,19,THQ,E
Mazes of Fate DS,DS,2008,Role-Playing,Sabarasa Entertainment,0.04,0.0,0.0,0.0,0.04,74.0,30,7.8,33,Sabarasa Entertainment,T
Novastorm,PS,1995,Shooter,Psygnosis,0.02,0.02,0.0,0.0,0.04,73.0,32,7.4,27,Psygnosis,E
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,2012,Role-Playing,Spike,0.0,0.0,0.04,0.0,0.04,74.0,30,7.8,33,Spike,E
PopCap Arcade Vol 1,X360,2007,Puzzle,PopCap,0.04,0.0,0.0,0.0,0.04,70.0,14,7.5,11,PopCap,E
Test Drive: Ferrari Legends,PS3,2012,Racing,"Atari, Slightly Mad Studios, Atari SA",0.04,0.0,0.0,0.01,0.04,62.0,19,4.9,22,"Atari, Slightly Mad Studios, Atari SA",E
Heroes of Might and Magic V,PC,2006,Strategy,Nival Interactive,0.0,0.03,0.0,0.01,0.04,77.0,41,7.9,22,Nival Interactive,T
Dead Ball Zone,PS,1998,Sports,GT Interactive,0.02,0.02,0.0,0.0,0.04,75.0,18,7.4,15,GT Interactive,E
NBA in the Zone 2000,N64,2000,Sports,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,75.0,18,7.4,15,Konami Digital Entertainment,E
Winning Post World 2010,PS3,2010,Sports,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,75.0,18,7.4,15,Tecmo Koei,E
NBA In The Zone '99,N64,1998,Sports,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,75.0,18,7.4,15,Konami Digital Entertainment,E
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,Namco Bandai Games,E
World Series Baseball,SAT,1994,Sports,Sega,0.0,0.0,0.04,0.0,0.04,75.0,18,7.4,15,Sega,E
Haunted Casino,SAT,1996,Adventure,Societa,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Societa,E
Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,Kojima Productions,0.02,0.0,0.02,0.0,0.04,78.0,22,7.2,21,Kojima Productions,M
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,2012,Action,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,Konami Digital Entertainment,E
Aeon Flux,PS2,2005,Action,Terminal Reality,0.02,0.02,0.0,0.01,0.04,66.0,19,5.8,9,Terminal Reality,T
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,75.0,18,7.4,15,Take-Two Interactive,E
Age of Mythology: The Titans,PC,2003,Strategy,Ensemble Studios,0.02,0.02,0.0,0.0,0.04,84.0,25,8.7,119,Ensemble Studios,T
Chicken Blaster,DS,2009,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04,73.0,32,7.4,27,Zoo Games,E10+
S.Y.K Renshouden Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Idea Factory,E
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,5pb,0.03,0.0,0.0,0.01,0.04,72.0,26,8.3,19,5pb,T
Arctic Tale,Wii,2007,Adventure,Atomic Planet Entertainment,0.04,0.0,0.0,0.0,0.04,66.0,17,7.6,14,Atomic Planet Entertainment,E
Virtua Tennis 4,PC,2011,Sports,Sega,0.0,0.03,0.0,0.01,0.04,66.0,5,7.3,43,Sega,E
Metal Max Returns,SNES,1995,Role-Playing,Data East,0.0,0.0,0.04,0.0,0.04,74.0,30,7.8,33,Data East,E
Shattered Union,XB,2005,Strategy,PopTop Software,0.03,0.01,0.0,0.0,0.04,66.0,17,6.9,7,PopTop Software,T
GRID,PC,9999,Racing,Codemasters,0.0,0.03,0.0,0.01,0.04,87.0,25,7.9,15,Codemasters,E
Monster High: New Ghoul in School,PS3,2015,Action,"Torus Games, Little Orbit",0.0,0.03,0.0,0.01,0.04,68.0,22,7.4,20,"Torus Games, Little Orbit",E
Hanaoni: Yume no Tsudzuki,PSP,2012,Action,Idea Factory,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,Idea Factory,E
Mat Hoffman's Pro BMX 2,GC,2002,Sports,Rainbow Studios,0.03,0.01,0.0,0.0,0.04,70.0,12,7.4,15,Rainbow Studios,T
Deadliest Warrior: Ancient Combat,PS3,2012,Fighting,"Pipeworks Software, Inc.",0.04,0.0,0.0,0.0,0.04,72.0,25,7.6,24,"Pipeworks Software, Inc.",M
Unchained Blades ,3DS,2011,Role-Playing,FuRyu,0.0,0.0,0.04,0.0,0.04,65.0,8,7.8,16,FuRyu,T
Terraria,XOne,2014,Action,Engine Software,0.0,0.04,0.0,0.0,0.04,84.0,5,7.7,29,Engine Software,T
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014,Adventure,Happinet,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Happinet,E
Company of Heroes: Opposing Fronts,PC,2007,Strategy,Relic,0.01,0.03,0.0,0.01,0.04,87.0,36,8.6,22,Relic,M
Gal*Gun,X360,2011,Shooter,Alchemist,0.0,0.0,0.04,0.0,0.04,73.0,32,7.4,27,Alchemist,E
Black & White,PC,2001,Strategy,Electronic Arts,0.0,0.04,0.0,0.0,0.04,73.0,24,7.8,22,Electronic Arts,E
NHL Hitz Pro,GC,9999,Sports,Next Level Games,0.03,0.01,0.0,0.0,0.04,81.0,15,7.8,5,Next Level Games,E
Ookami Kakushi,PSP,2009,Action,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,Konami Digital Entertainment,E
 Haikyu!! Cross Team Match!,3DS,2016,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Namco Bandai Games,E
Gormiti: The Lords of Nature!,Wii,2010,Adventure,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.04,66.0,17,7.6,14,Konami Digital Entertainment,E
North American Hunting Extravaganza 2,Wii,2010,Sports,Unknown,0.03,0.0,0.0,0.0,0.04,75.0,18,7.4,15,Unknown,E
Zen-Nippon GT Senshuken,SNES,1995,Racing,Banpresto,0.0,0.0,0.04,0.0,0.04,69.0,17,7.4,15,Banpresto,E
Monaco Grand Prix,N64,1999,Racing,Ubisoft,0.03,0.01,0.0,0.0,0.04,69.0,17,7.4,15,Ubisoft,E
Worms Armageddon,N64,1999,Strategy,Infogrames,0.03,0.01,0.0,0.0,0.04,73.0,24,7.8,22,Infogrames,E
Rally Challenge 2000,N64,1999,Racing,Imagineer,0.03,0.01,0.0,0.0,0.04,69.0,17,7.4,15,Imagineer,E
Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000,Platform,Infogrames,0.03,0.01,0.0,0.0,0.04,69.0,17,7.7,16,Infogrames,E
PD Ultraman Battle Collection 64,N64,1999,Strategy,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,73.0,24,7.8,22,Namco Bandai Games,E
Deadly Arts,N64,1998,Fighting,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,72.0,25,7.6,24,Konami Digital Entertainment,E
Superman: Countdown to Apokolips,GBA,2003,Platform,Mistic Software,0.03,0.01,0.0,0.0,0.04,47.0,5,5.7,6,Mistic Software,E
Sengoku Musou 3 Z Special,PSP,2012,Action,Ackkstudios,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,Ackkstudios,E
Kikou Heidan J-Phoenix 2,PS2,2003,Action,Takara,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,Takara,E
Ben 10 Galactic Racing,PSV,2012,Racing,Monkey Bar Games,0.02,0.01,0.0,0.01,0.04,69.0,17,3.8,8,Monkey Bar Games,E
Dragon's Lair 3D: Return to the Lair,GC,2002,Platform,THQ,0.03,0.01,0.0,0.0,0.04,69.0,17,7.7,16,THQ,E
Harukanaru Toki no Naka de 5,PSP,2011,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,74.0,30,7.8,33,Tecmo Koei,E
Worms 4: Mayhem,XB,2005,Strategy,Team 17,0.03,0.01,0.0,0.0,0.04,69.0,27,9.2,6,Team 17,T
Winning Post 7 2012,PSP,2012,Sports,Ackkstudios,0.0,0.0,0.04,0.0,0.04,75.0,18,7.4,15,Ackkstudios,E
Rise of Nations,PC,2003,Strategy,Big Huge Games,0.01,0.02,0.0,0.01,0.04,89.0,30,9.0,22,Big Huge Games,T
Who Wants to Be a Millionaire: 3rd Edition,DS,2010,Misc,Ludia Inc.,0.04,0.0,0.0,0.0,0.04,69.0,17,7.1,13,Ludia Inc.,E
Point Blank 2,PS,1998,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,73.0,32,7.4,27,Namco Bandai Games,E
Saru! Get You! Pipo Saru Senki,PSP,2009,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,74.0,30,7.8,33,Sony Computer Entertainment,E
Men of War: Vietnam,PC,2011,Strategy,Best Way,0.0,0.03,0.0,0.01,0.04,68.0,19,4.9,35,Best Way,T
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,2013,Sports,Sega,0.0,0.0,0.04,0.0,0.04,75.0,18,7.4,15,Sega,E
Imperial Glory,PC,2005,Strategy,Pyro Studios,0.0,0.04,0.0,0.0,0.04,69.0,28,8.4,73,Pyro Studios,T
Imabikisou,PS3,2007,Adventure,Sega,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Sega,E
Hakuouki: Reimeiroku Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Idea Factory,E
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008,Shooter,Sega,0.0,0.0,0.04,0.0,0.04,73.0,32,7.4,27,Sega,E
Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.04,31.0,5,5.0,8,Empire Interactive,E
Motto TOEIC Test DS Training,DS,2008,Misc,IE Institute,0.0,0.0,0.04,0.0,0.04,69.0,17,7.1,13,IE Institute,E
Super Robot Gakuen,DS,2009,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Namco Bandai Games,E
Atelier Iris 3: Grand Phantasm (JP Sales),PS2,2006,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,74.0,30,7.8,33,Tecmo Koei,E
Ape Escape,PS3,2010,Platform,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.04,69.0,17,7.7,16,Sony Computer Entertainment,E
Jojo's Fashion Show: Design in a Dash!,DS,2009,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.04,70.0,17,7.5,19,Ubisoft,E
Mike Tyson Boxing,GBA,2002,Sports,Virtucraft,0.03,0.01,0.0,0.0,0.04,44.0,8,7.4,15,Virtucraft,E
The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012,Role-Playing,Falcom Corporation,0.0,0.0,0.04,0.0,0.04,74.0,30,7.8,33,Falcom Corporation,E
Go Diego Go!: Safari Rescue,PS2,2008,Action,Take-Two Interactive,0.02,0.02,0.0,0.01,0.04,68.0,22,7.4,20,Take-Two Interactive,E
System 3 presents Ferrari Challenge Trofeo Pirelli,DS,2008,Racing,System 3 Arcade Software,0.03,0.0,0.0,0.0,0.04,69.0,17,7.4,15,System 3 Arcade Software,E
Samurai Warriors 2: Empires,X360,2007,Action,Omega Force,0.03,0.0,0.01,0.0,0.04,53.0,29,8.5,13,Omega Force,T
Metal Slug XX,PSP,2009,Shooter,SNK Playmore,0.03,0.0,0.0,0.0,0.04,67.0,22,6.1,9,SNK Playmore,T
Clannad,PS2,2006,Adventure,Interchannel,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Interchannel,E
Patrician IV,PC,2010,Strategy,Gaming Minds Studios,0.03,0.0,0.0,0.0,0.04,66.0,18,6.4,34,Gaming Minds Studios,E
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009,Fighting,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,72.0,25,7.6,24,Marvelous Interactive,E
Fisherman's Challenge,PS2,2003,Sports,Konami,0.02,0.02,0.0,0.01,0.04,67.0,7,7.5,4,Konami,E
Mission: Impossible - Operation Surma,GBA,2003,Platform,M4 Limited,0.03,0.01,0.0,0.0,0.04,42.0,16,7.7,16,M4 Limited,T
Akko ni Omakase! Brain Shock,DS,2006,Misc,Taito,0.0,0.0,0.04,0.0,0.04,69.0,17,7.1,13,Taito,E
Platinum Sudoku,DS,2007,Puzzle,Gameloft,0.03,0.01,0.0,0.0,0.04,70.0,14,7.5,11,Gameloft,E
Resident Evil: Revelations,PC,2013,Action,Capcom,0.0,0.04,0.0,0.0,0.04,77.0,12,7.0,20,Capcom,M
King of Fighters: Maximum Impact Regulation A,PS2,2007,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04,72.0,25,7.6,24,SNK Playmore,E
Date A Live: Rine Utopia,PS3,2013,Adventure,Compile Heart,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Compile Heart,E
Durarara!! 3way Standoff: Alley,PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Kadokawa Shoten,E
Gummy Bears Mini Golf,Wii,2010,Sports,Unknown,0.04,0.0,0.0,0.0,0.04,75.0,18,7.4,15,Unknown,E
The Da Vinci Code,XB,2006,Action,Double Helix Games,0.03,0.01,0.0,0.0,0.04,52.0,34,2.8,5,Double Helix Games,T
Monster Band,DS,2008,Misc,Novarama,0.04,0.0,0.0,0.0,0.04,69.0,17,7.1,13,Novarama,E
Famicom Mini: Clu Clu Land,GBA,2004,Puzzle,Nintendo,0.0,0.0,0.04,0.0,0.04,70.0,14,7.5,11,Nintendo,E
Super Black Bass Fishing,DS,2005,Sports,Starfish,0.04,0.0,0.0,0.0,0.04,35.0,6,7.4,15,Starfish,E
Sacred Blaze,PS2,2009,Strategy,Flight-Plan,0.0,0.0,0.04,0.0,0.04,73.0,24,7.8,22,Flight-Plan,E
Painkiller: Hell & Damnation,PS3,2013,Shooter,Nordic Games,0.02,0.01,0.0,0.01,0.04,73.0,32,7.4,27,Nordic Games,E
Rollin' Rascals,DS,2009,Puzzle,Hoget,0.04,0.0,0.0,0.0,0.04,70.0,14,7.5,11,Hoget,E
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,69.0,17,7.1,13,Namco Bandai Games,E
Pure Pinball,XB,2004,Misc,Iridon Interactive AB,0.03,0.01,0.0,0.0,0.04,68.0,11,8.5,6,Iridon Interactive AB,E
Thoroughbred Breeder II Plus,PS,1995,Simulation,Hect,0.0,0.0,0.04,0.0,0.04,70.0,17,7.5,19,Hect,E
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Idea Factory,E
Zac to Ombra: Maboroshi no Yuuenchi,DS,2010,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Konami Digital Entertainment,E
Shadow of the Colossus,PS3,2011,Action,Bluepoint Games,0.0,0.0,0.04,0.0,0.04,68.0,22,8.4,72,Bluepoint Games,T
Phantom Breaker,X360,2011,Fighting,Delta Factory,0.02,0.0,0.02,0.0,0.04,72.0,25,7.6,24,Delta Factory,T
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,72.0,25,7.6,24,Namco Bandai Games,E
BlazBlue: Chrono Phantasma Extend,PS3,2015,Action,Arc System Works,0.0,0.0,0.04,0.0,0.04,68.0,22,8.3,10,Arc System Works,T
Valhalla Knights 2: Battle Stance,PSP,2009,Role-Playing,K2,0.0,0.0,0.04,0.0,0.04,74.0,30,7.8,33,K2,E10+
Yuki Yuna is a Hero: Memory of the Forest,PSV,2015,Action,FuRyu,0.0,0.0,0.04,0.0,0.04,68.0,22,7.4,20,FuRyu,E
99 no Namida,DS,2008,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Namco Bandai Games,E
Cyber Troopers Virtual-On Marz,PS2,2003,Fighting,Sega,0.02,0.01,0.0,0.0,0.04,72.0,25,7.6,24,Sega,E
Ookami to Koushinryou: Boku to Horo no Ichinen,DS,2008,Adventure,ASCII Media Works,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,ASCII Media Works,E
Clannad,PSP,2008,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Prototype,E
Headhunter: Redemption,PS2,2004,Action,Amuze,0.02,0.01,0.0,0.0,0.04,62.0,29,6.7,7,Amuze,M
Stuntman,GBA,2003,Racing,Atari,0.03,0.01,0.0,0.0,0.04,77.0,8,7.4,15,Atari,E
The Chase: Felix Meets Felicity,DS,2009,Action,Razorback Developments,0.04,0.0,0.0,0.0,0.04,59.0,9,7.4,20,Razorback Developments,E
Time Travelers,3DS,2012,Adventure,Unknown,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Unknown,E
WSC Real 11: World Snooker Championship,X360,2011,Sports,Koch Media,0.0,0.03,0.0,0.0,0.04,75.0,18,7.4,15,Koch Media,E
Dead Rising,PS4,2016,Action,Capcom,0.02,0.0,0.01,0.01,0.04,78.0,6,6.6,30,Capcom,M
Luxor: Pharaoh's Challenge,Wii,9999,Puzzle,MumboJumbo,0.01,0.02,0.0,0.0,0.04,70.0,14,7.5,11,MumboJumbo,E
Grand Theft Auto: Vice City,PC,2003,Action,Rockstar North,0.0,0.03,0.0,0.01,0.04,94.0,30,8.8,20,Rockstar North,M
Doraemon: Shin Nobita no Nihon Tanjou,3DS,2016,Misc,FuRyu,0.0,0.0,0.04,0.0,0.04,69.0,17,7.1,13,FuRyu,E
Syndicate Wars,PS,1997,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.04,73.0,24,7.8,22,Electronic Arts,E
Sonic PC Collection,PC,2009,Misc,Sega,0.0,0.04,0.0,0.0,0.04,69.0,17,7.1,13,Sega,E
Surf's Up,PS3,2007,Sports,Ubisoft Montreal,0.03,0.0,0.0,0.0,0.04,59.0,8,5.1,7,Ubisoft Montreal,E10+
DuckTales: Remastered,X360,2013,Action,Capcom,0.03,0.0,0.0,0.0,0.04,68.0,22,7.4,20,Capcom,E
Draglade (JP sales),DS,2007,Fighting,505 Games,0.0,0.0,0.04,0.0,0.04,72.0,25,7.6,24,505 Games,E
Herc's Adventures,PS,1997,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.04,68.0,22,7.4,20,Virgin Interactive,E
Tiger Woods PGA Tour Golf,GBA,2002,Sports,Rebellion,0.03,0.01,0.0,0.0,0.04,75.0,18,7.4,15,Rebellion,E
SWAT: Target Liberty,PSP,2007,Shooter,3G Studios,0.03,0.0,0.0,0.0,0.04,50.0,26,7.7,9,3G Studios,T
Twin Strike: Operation Thunder,Wii,2008,Shooter,Naps Team,0.04,0.0,0.0,0.0,0.04,50.0,7,8.3,6,Naps Team,E10+
CSI: Fatal Conspiracy,PC,2010,Adventure,Telltale Games,0.0,0.03,0.0,0.01,0.04,47.0,5,5.5,6,Telltale Games,M
Bomberman: Act Zero,X360,2006,Puzzle,Hudson,0.04,0.0,0.0,0.0,0.04,34.0,41,2.2,42,Hudson,T
All Points Bulletin,PC,2010,Role-Playing,Electronic Arts,0.0,0.03,0.0,0.01,0.04,74.0,30,7.8,33,Electronic Arts,E
Empire Earth III,PC,2007,Strategy,Mad Doc Software,0.0,0.03,0.0,0.01,0.04,50.0,40,2.8,53,Mad Doc Software,T
Astro Boy: The Video Game,PSP,2009,Action,High Voltage Software,0.04,0.0,0.0,0.0,0.04,60.0,6,7.4,20,High Voltage Software,E10+
The Sims 4: Spa Day,PC,2015,Simulation,Maxis,0.0,0.04,0.0,0.0,0.04,70.0,17,7.6,26,Maxis,T
Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,2007,Racing,Milestone S.r.l,0.03,0.0,0.0,0.0,0.04,69.0,17,7.4,15,Milestone S.r.l,E10+
Game of Thrones (Telltale),PS3,2015,Adventure,Telltale Games,0.02,0.02,0.0,0.01,0.04,66.0,17,7.6,14,Telltale Games,E
Resident Evil: Operation Raccoon City,PC,2012,Action,Slant Six,0.0,0.03,0.0,0.01,0.04,48.0,8,3.8,20,Slant Six,M
Hyperdimension Neptunia Victory II,PS4,2015,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0,0.04,74.0,30,7.8,33,Idea Factory International,E
Free Running,Wii,2009,Sports,Rebellion,0.02,0.02,0.0,0.0,0.04,75.0,18,7.4,15,Rebellion,T
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,2015,Role-Playing,Experience Inc.,0.0,0.0,0.04,0.0,0.04,74.0,30,7.8,33,Experience Inc.,E
Dreamfall: The Longest Journey,XB,2006,Adventure,Funcom,0.03,0.01,0.0,0.0,0.04,73.0,42,8.8,24,Funcom,M
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995,Misc,Sonnet,0.0,0.0,0.04,0.0,0.04,69.0,17,7.1,13,Sonnet,E
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,66.0,17,7.6,14,Nippon Ichi Software,E
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,69.0,17,7.1,13,Namco Bandai Games,E
Zatch Bell! Mamodo Fury,GC,2005,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,72.0,25,7.6,24,Namco Bandai Games,E
